metric,control,treatment,uplift,p_value
bounce_rate,0.4019005030743432,0.37973871924340785,-0.022161783830935367,3.81402931817657e-07
avg_revenue,10.022345791987046,11.136828517962137,1.1144827259750905,0.0013626261641633047
