metric,control,treatment,uplift,p_value,decision
conversion_rate,0.0985786153477601,0.1112046164943496,0.0126260011465894,2.041047088278152e-06,ship
bounce_rate,0.4019005030743432,0.3797387192434078,-0.0221617838309353,3.81402931817657e-07,hold
avg_revenue,10.022345791987046,11.136828517962137,1.1144827259750905,0.0013626261641633,hold
